COMPLETE EMPLOYER LANDSCAPE REVIEW
landscape_entries=2367
source_observations=2334
matched_companies=23
matched_roles=24
company_resonators=18

EMPLOYERS
1finity | RF | jobs=10 |  | employers/1finity.html
Stewart McCallum | Unresolved | jobs=0 |  | employers/stewart-mccallum.html
STFC | ADJ | jobs=0 | Resonator | employers/stfc.html
STL Partners | Unresolved | jobs=0 |  | employers/stl-partners.html
STMicroelectronics | ADJ | jobs=50 |  | employers/stmicroelectronics.html
Stonsthro Ltd | Unresolved | jobs=0 |  | employers/stonsthro-ltd.html
StoryFutures | Unresolved | jobs=0 |  | employers/storyfutures.html
Strategy Analytics | Unresolved | jobs=0 |  | employers/strategy-analytics.html
Strathclyde Partnership for Transport | Unresolved | jobs=0 |  | employers/strathclyde-partnership-for-transport.html
Stratospheric Platforms Ltd | Unresolved | jobs=0 |  | employers/stratospheric-platforms-ltd.html
Stream Projects Ltd | Unresolved | jobs=0 |  | employers/stream-projects-ltd.html
Streetwave | RF | jobs=1 |  | employers/streetwave.html
Stuart Fenton Consultancy Ltd | Unresolved | jobs=0 |  | employers/stuart-fenton-consultancy-ltd.html
Student | Unresolved | jobs=0 |  | employers/student.html
Sublime | Unresolved | jobs=0 |  | employers/sublime.html
Suffolk County Council | Unresolved | jobs=0 |  | employers/suffolk-county-council.html
Sulmara Subsea | Unresolved | jobs=0 |  | employers/sulmara-subsea.html
Sunderland City Council | Unresolved | jobs=0 |  | employers/sunderland-city-council.html
Sunderland Software City | Unresolved | jobs=0 |  | employers/sunderland-software-city.html
Supersense Technologies | RF | jobs=0 |  | employers/supersense-technologies.html
Supersparks Ltd | Unresolved | jobs=0 |  | employers/supersparks-ltd.html
Supply Design Limited | ADJ | jobs=0 |  | employers/supply-design-limited.html
Sure (Isle of Man) | RF | jobs=1 |  | employers/sure-isle-of-man.html
Surrey Heath Council | Unresolved | jobs=0 |  | employers/surrey-heath-council.html
Surrey Satellite Technology Ltd (SSTL) | RF | jobs=0 | Matched | employers/surrey-satellite-technology-ltd-sstl.html
SUSE | ADJ | jobs=19 |  | employers/suse.html
Sustain You | Unresolved | jobs=0 |  | employers/sustain-you.html
sustainable direction ltd | Unresolved | jobs=0 |  | employers/sustainable-direction-ltd.html
Sutton Council | Unresolved | jobs=0 |  | employers/sutton-council.html
Swann Engineering Group Ltd | Unresolved | jobs=0 |  | employers/swann-engineering-group-ltd.html
Swansea Bay City Deal | Unresolved | jobs=0 |  | employers/swansea-bay-city-deal.html
Swansea University | Unresolved | jobs=0 |  | employers/swansea-university.html
Swift Navigation | RF | jobs=10 |  | employers/swift-navigation.html
Syentium Ltd | Unresolved | jobs=0 |  | employers/syentium-ltd.html
synchroma.com | Unresolved | jobs=0 |  | employers/synchroma-com.html
Synchronized Communications Ltd | Unresolved | jobs=0 |  | employers/synchronized-communications-ltd.html
Synergy Group International | Unresolved | jobs=0 |  | employers/synergy-group-international.html
Synergy Solutions | Unresolved | jobs=0 |  | employers/synergy-solutions.html
Syniverse | RF | jobs=8 |  | employers/syniverse.html
Synopsys | ADJ | jobs=2 |  | employers/synopsys.html
System Agency | Unresolved | jobs=0 |  | employers/system-agency.html
System C | ADJ | jobs=47 |  | employers/system-c.html
Systematics Consulting Inc. | Unresolved | jobs=0 |  | employers/systematics-consulting-inc.html
T-DAB.AI | Unresolved | jobs=0 |  | employers/t-dab-ai.html
TA Aerial Services | Unresolved | jobs=0 |  | employers/ta-aerial-services.html
TACT | Unresolved | jobs=0 |  | employers/tact.html
Tait Communications | RF | jobs=0 |  | employers/tait-communications.html
Taiwan Creative Content Agency | Unresolved | jobs=0 |  | employers/taiwan-creative-content-agency.html
Tala | Unresolved | jobs=0 |  | employers/tala.html
Talesmith | Unresolved | jobs=0 |  | employers/talesmith.html
TalkoutVR | Unresolved | jobs=0 |  | employers/talkoutvr.html
Tao Tech UK LTD | Unresolved | jobs=0 |  | employers/tao-tech-uk-ltd.html
Tara Jaan Designs (Pty) Ltd | Unresolved | jobs=0 |  | employers/tara-jaan-designs-pty-ltd.html
Tarbiat Modares | Unresolved | jobs=0 |  | employers/tarbiat-modares.html
Tata Communications | RF | jobs=1 |  | employers/tata-communications.html
Tata Consultancy Services | Unresolved | jobs=0 |  | employers/tata-consultancy-services.html
Tata Elxsi | ADJ | jobs=3 |  | employers/tata-elxsi.html
Tata Limited | Unresolved | jobs=0 |  | employers/tata-limited.html
Tata Steel | Unresolved | jobs=0 |  | employers/tata-steel.html
Tata Technologies | Unresolved | jobs=0 |  | employers/tata-technologies.html
TCS | Unresolved | jobs=0 |  | employers/tcs.html
TE Connectivity | ADJ | jobs=6 |  | employers/te-connectivity.html
TEAC | Unresolved | jobs=0 |  | employers/teac.html
Team Marketing | Unresolved | jobs=0 |  | employers/team-marketing.html
Tech Partnership | Unresolved | jobs=0 |  | employers/tech-partnership.html
TechApp Consultants | Unresolved | jobs=0 |  | employers/techapp-consultants.html
technetix Ltd | RF | jobs=0 |  | employers/technetix-ltd.html
Technoleg Dyffryn Ltd | Unresolved | jobs=0 |  | employers/technoleg-dyffryn-ltd.html
Technolink | Unresolved | jobs=0 |  | employers/technolink.html
Technologia Ltd | Unresolved | jobs=0 |  | employers/technologia-ltd.html
Technology Scotland | Unresolved | jobs=0 |  | employers/technology-scotland.html
Technopolis Group | Unresolved | jobs=0 |  | employers/technopolis-group.html
techUK | Unresolved | jobs=0 |  | employers/techuk.html
TechWorks | Unresolved | jobs=1 |  | employers/techworks.html
Tees Valley Combined Authority | Unresolved | jobs=0 |  | employers/tees-valley-combined-authority.html
Teesside University | Unresolved | jobs=0 |  | employers/teesside-university.html
Tefficient | Unresolved | jobs=0 |  | employers/tefficient.html
TEKEVER | ADJ | jobs=0 |  | employers/tekever.html
Tekton limited | Unresolved | jobs=0 |  | employers/tekton-limited.html
Telco Electronics Ltd | RF | jobs=0 |  | employers/telco-electronics-ltd.html
Telcom | Unresolved | jobs=0 |  | employers/telcom.html
Telecom Infra Project (TIP) | Unresolved | jobs=0 |  | employers/telecom-infra-project-tip.html
Telecom ParisTech | Unresolved | jobs=0 |  | employers/telecom-paristech.html
Telecom Technology Centre (Taiwan) | Unresolved | jobs=0 |  | employers/telecom-technology-centre-taiwan.html
Telecoms & Tech Academy | Unresolved | jobs=0 |  | employers/telecoms-tech-academy.html
Telecoms Council | Unresolved | jobs=0 |  | employers/telecoms-council.html
Telecoms.com | Unresolved | jobs=0 |  | employers/telecoms-com.html
TelecomTV | Unresolved | jobs=0 |  | employers/telecomtv.html
Teleconstruction UK | Unresolved | jobs=0 |  | employers/teleconstruction-uk.html
Teledyne e2v | ADJ | jobs=7 |  | employers/teledyne-e2v.html
Telefonica | RF | jobs=0 |  | employers/telefonica.html
Telekom Srbija Group | RF | jobs=4 |  | employers/telekom-srbija-group.html
Telenco Networks | Unresolved | jobs=0 |  | employers/telenco-networks.html
Telenor Connexion | RF | jobs=2 |  | employers/telenor-connexion.html
telent Technology Services | RF | jobs=6 |  | employers/telent-technology-services.html
Telesoft Technologies Ltd | Unresolved | jobs=0 |  | employers/telesoft-technologies-ltd.html
Telespazio | ADJ | jobs=0 |  | employers/telespazio.html
Telet Research | Unresolved | jobs=0 |  | employers/telet-research.html
Telint Ltd | Unresolved | jobs=0 |  | employers/telint-ltd.html
Telit Cinterion | RF | jobs=16 |  | employers/telit-cinterion.html
Teltonika Networks | RF | jobs=5 |  | employers/teltonika-networks.html
Telus | RF | jobs=5 |  | employers/telus.html
TelWAI | Unresolved | jobs=0 |  | employers/telwai.html
Tencastle | Unresolved | jobs=0 |  | employers/tencastle.html
Tendring District Council | Unresolved | jobs=0 |  | employers/tendring-district-council.html
Teoco | RF | jobs=14 |  | employers/teoco.html
Teradata | ADJ | jobs=2 |  | employers/teradata.html
Teragence | RF | jobs=0 |  | employers/teragence.html
TerOpta | Unresolved | jobs=0 |  | employers/teropta.html
Tesora Technology Services | RF | jobs=0 |  | employers/tesora-technology-services.html
Test and Verification Solutions Ltd | Unresolved | jobs=0 |  | employers/test-and-verification-solutions-ltd.html
Testfyra Limited | Unresolved | jobs=0 |  | employers/testfyra-limited.html
Testwall Group Ltd | ADJ | jobs=0 |  | employers/testwall-group-ltd.html
Tethir | Unresolved | jobs=0 |  | employers/tethir.html
Thackray Museum of Medicine | Unresolved | jobs=0 |  | employers/thackray-museum-of-medicine.html
Thales Europe | ADJ | jobs=0 |  | employers/thales-europe.html
Thames Freeport Connectivity Lab | RF | jobs=0 |  | employers/thames-freeport-connectivity-lab.html
Thames Valley Berkshire LEP | Unresolved | jobs=0 |  | employers/thames-valley-berkshire-lep.html
Tharsus | Unresolved | jobs=0 |  | employers/tharsus.html
The AssetHUB Ltd | Unresolved | jobs=0 |  | employers/the-assethub-ltd.html
The Besen Group LLC | Unresolved | jobs=0 |  | employers/the-besen-group-llc.html
The Brite Web | Unresolved | jobs=0 |  | employers/the-brite-web.html
The Digital Consigliere Ltd | Unresolved | jobs=0 |  | employers/the-digital-consigliere-ltd.html
The ERA Foundation | Unresolved | jobs=0 |  | employers/the-era-foundation.html
The Flash Pack | Unresolved | jobs=0 |  | employers/the-flash-pack.html
The Flying Pharmacist Ltd | Unresolved | jobs=0 |  | employers/the-flying-pharmacist-ltd.html
The Football Association | Unresolved | jobs=0 |  | employers/the-football-association.html
The Fusebox | Unresolved | jobs=0 |  | employers/the-fusebox.html
The Green TLC | Unresolved | jobs=0 |  | employers/the-green-tlc.html
The Grey Hill | Unresolved | jobs=0 |  | employers/the-grey-hill.html
The GRID Factory ltd | Unresolved | jobs=0 |  | employers/the-grid-factory-ltd.html
The House Of Code | Unresolved | jobs=0 |  | employers/the-house-of-code.html
The IET | Unresolved | jobs=0 |  | employers/the-iet.html
The Immersive Kind | Unresolved | jobs=0 |  | employers/the-immersive-kind.html
THE INDUSTRY FOUR | Unresolved | jobs=0 |  | employers/the-industry-four.html
The INS Group | Unresolved | jobs=0 |  | employers/the-ins-group.html
The Institution of Engineering and Technology | Unresolved | jobs=0 |  | employers/the-institution-of-engineering-and-technology.html
The Landing MediaCityUK | Unresolved | jobs=0 |  | employers/the-landing-mediacityuk.html
The Lunar Works | Unresolved | jobs=0 |  | employers/the-lunar-works.html
The Maltsters' Association of Great Britain | Unresolved | jobs=0 |  | employers/the-maltsters-association-of-great-britain.html
The Manufacturer | Unresolved | jobs=0 |  | employers/the-manufacturer.html
The Manufacturing Technology Centre | Unresolved | jobs=0 |  | employers/the-manufacturing-technology-centre.html
The National Gallery | Unresolved | jobs=0 |  | employers/the-national-gallery.html
The Original Content Company | Unresolved | jobs=0 |  | employers/the-original-content-company.html
The Project Advisory Group | Unresolved | jobs=0 |  | employers/the-project-advisory-group.html
The Project Advisory Group Limited | Unresolved | jobs=0 |  | employers/the-project-advisory-group-limited.html
The Royal Edinburgh Military Tattoo | Unresolved | jobs=0 |  | employers/the-royal-edinburgh-military-tattoo.html
The Royal Marsden | Unresolved | jobs=0 |  | employers/the-royal-marsden.html
The Rural Community Network | Unresolved | jobs=0 |  | employers/the-rural-community-network.html
The Sale Bridge Ltd | Unresolved | jobs=0 |  | employers/the-sale-bridge-ltd.html
The UK Telecoms Lab | Unresolved | jobs=0 |  | employers/the-uk-telecoms-lab.html
The University of Bristol, Smart Internet Lab | Unresolved | jobs=0 |  | employers/the-university-of-bristol-smart-internet-lab.html
The University of Bristol’s Smart Internet Lab - Duplicate | Unresolved | jobs=0 |  | employers/the-university-of-bristol-s-smart-internet-lab-duplicate.html
The University of Bristol’s Smart Internet Lab - Duplicate 2 | Unresolved | jobs=0 |  | employers/the-university-of-bristol-s-smart-internet-lab-duplicate-2.html
The University of Liverpool | Unresolved | jobs=0 |  | employers/the-university-of-liverpool.html
The University of Stirling | Unresolved | jobs=0 |  | employers/the-university-of-stirling.html
thefeelies.io | Unresolved | jobs=0 |  | employers/thefeelies-io.html
ThermoFisher Scientific | ADJ | jobs=50 |  | employers/thermofisher-scientific.html
Think Incentives Limited | Unresolved | jobs=0 |  | employers/think-incentives-limited.html
ThinkRF | RF | jobs=3 |  | employers/thinkrf.html
Three | Unresolved | jobs=0 |  | employers/three.html
Three Private Networks | Unresolved | jobs=0 |  | employers/three-private-networks.html
three25 ltd | Unresolved | jobs=0 |  | employers/three25-ltd.html
Ticketmarker | Unresolved | jobs=0 |  | employers/ticketmarker.html
TIME | Unresolved | jobs=0 |  | employers/time.html
Tin Smart Social Ltd | Unresolved | jobs=0 |  | employers/tin-smart-social-ltd.html
TIP Academy | Unresolved | jobs=0 |  | employers/tip-academy.html
TLT | Unresolved | jobs=0 |  | employers/tlt.html
TM Forum | Unresolved | jobs=0 |  | employers/tm-forum.html
TMY Technology Inc. | RF | jobs=17 |  | employers/tmy-technology-inc.html
To Play For | Unresolved | jobs=0 |  | employers/to-play-for.html
Tokamak Energy | RF | jobs=0 |  | employers/tokamak-energy.html
TOKK | Unresolved | jobs=0 |  | employers/tokk.html
Tonex Training | Unresolved | jobs=0 |  | employers/tonex-training.html
Torry Harris Integration Solutions | Unresolved | jobs=0 |  | employers/torry-harris-integration-solutions.html
Torus | Unresolved | jobs=0 |  | employers/torus.html
Toshiba Europe | ADJ | jobs=0 | Matched | employers/toshiba-europe.html
Toshiba Research | Unresolved | jobs=0 |  | employers/toshiba-research.html
Total Telecom | Unresolved | jobs=0 |  | employers/total-telecom.html
Tourism Northern Ireland | Unresolved | jobs=0 |  | employers/tourism-northern-ireland.html
Townswork | Unresolved | jobs=0 |  | employers/townswork.html
TPL | Unresolved | jobs=0 |  | employers/tpl.html
Traak | Unresolved | jobs=0 |  | employers/traak.html
Trainfx Limited | Unresolved | jobs=0 |  | employers/trainfx-limited.html
Tranex | RF | jobs=0 |  | employers/tranex.html
Transport for Greater Manchester | Unresolved | jobs=0 |  | employers/transport-for-greater-manchester.html
Transport for London | Unresolved | jobs=0 |  | employers/transport-for-london.html
Transport Logic Limited | Unresolved | jobs=0 |  | employers/transport-logic-limited.html
Transport Systems Catapult | Unresolved | jobs=0 |  | employers/transport-systems-catapult.html
Tribus-D | RF | jobs=0 |  | employers/tribus-d.html
Trilby Shipping Ltd | Unresolved | jobs=0 |  | employers/trilby-shipping-ltd.html
Trinity College Dublin | ADJ | jobs=0 |  | employers/trinity-college-dublin.html
Trio Engineering Company Ltd. | Unresolved | jobs=0 |  | employers/trio-engineering-company-ltd.html
TripCenter | Unresolved | jobs=0 |  | employers/tripcenter.html
TRL | Unresolved | jobs=0 |  | employers/trl.html
Trowers & Hamlins | Unresolved | jobs=0 |  | employers/trowers-hamlins.html
Trust-IT Services Ltd | Unresolved | jobs=0 |  | employers/trust-it-services-ltd.html
TRUSTECH | Unresolved | jobs=0 |  | employers/trustech.html
TTP | ADJ | jobs=18 | Matched | employers/ttp.html
Turkcell | RF | jobs=7 |  | employers/turkcell.html
Turner & Townsend | Unresolved | jobs=0 |  | employers/turner-townsend.html
TusPark Holdings UK | Unresolved | jobs=0 |  | employers/tuspark-holdings-uk.html
TWI | ADJ | jobs=0 |  | employers/twi.html
u-blox | RF | jobs=0 |  | employers/u-blox.html
UBCS CO., LTD. | Unresolved | jobs=0 |  | employers/ubcs-co-ltd.html
Ubicquia | Unresolved | jobs=0 |  | employers/ubicquia.html
UCA | Unresolved | jobs=0 |  | employers/uca.html
UCL | ADJ | jobs=8 |  | employers/ucl.html
UCLan | Unresolved | jobs=0 |  | employers/uclan.html
Ufi Trust | Unresolved | jobs=0 |  | employers/ufi-trust.html
UK Atomic Energy Authority | ADJ | jobs=50 | Resonator | employers/uk-atomic-energy-authority.html
UK Broadband | Unresolved | jobs=0 |  | employers/uk-broadband.html
UK Defence Solutions Centre | Unresolved | jobs=0 |  | employers/uk-defence-solutions-centre.html
UK NACE | ADJ | jobs=0 |  | employers/uk-nace.html
UK Parliament | Unresolved | jobs=0 |  | employers/uk-parliament.html
UK Robotics | ADJ | jobs=0 |  | employers/uk-robotics.html
UK Semiconductor Centre | ADJ | jobs=0 |  | employers/uk-semiconductor-centre.html
UK Spectrum Policy Forum | Unresolved | jobs=0 |  | employers/uk-spectrum-policy-forum.html
UKRI | Unresolved | jobs=0 |  | employers/ukri.html
UKRI National Millimetre Wave Facility | Unresolved | jobs=0 |  | employers/ukri-national-millimetre-wave-facility.html
UKTIN | Unresolved | jobs=0 |  | employers/uktin.html
UKWISPA | Unresolved | jobs=0 |  | employers/ukwispa.html
UL | ADJ | jobs=3 |  | employers/ul.html
ULAK Communications | RF | jobs=0 |  | employers/ulak-communications.html
Ulster University | ADJ | jobs=7 |  | employers/ulster-university.html
Ultra Electronics | ADJ | jobs=8 |  | employers/ultra-electronics.html
Ultracell Networks Ltd | Unresolved | jobs=0 |  | employers/ultracell-networks-ltd.html
Ultrafast Fibre (NZ) | Unresolved | jobs=0 |  | employers/ultrafast-fibre-nz.html
UltraNetworks Ltd | Unresolved | jobs=0 |  | employers/ultranetworks-ltd.html
Ultranyx | Unresolved | jobs=0 |  | employers/ultranyx.html
UlWiMo | RF | jobs=0 |  | employers/ulwimo.html
Unbounded Future | Unresolved | jobs=0 |  | employers/unbounded-future.html
United Kingdom National Nuclear Laboratory | ADJ | jobs=7 |  | employers/united-kingdom-national-nuclear-laboratory.html
Universal Quantum | ADJ | jobs=0 |  | employers/universal-quantum.html
University of Bath | ADJ | jobs=0 |  | employers/university-of-bath.html
University of Bristol (Communication Systems & Networks Research Group) | RF | jobs=2 |  | employers/university-of-bristol-communication-systems-networks-research-group.html
University of Cambridge | ADJ | jobs=0 |  | employers/university-of-cambridge.html
University of Leeds | ADJ | jobs=1 |  | employers/university-of-leeds.html
University of Leeds - School of Electronic & Electrical Engineering | ADJ | jobs=1 |  | employers/university-of-leeds-school-of-electronic-electrical-engineering.html
University of Leicester | ADJ | jobs=0 |  | employers/university-of-leicester.html
University of Luxembourg | ADJ | jobs=4 |  | employers/university-of-luxembourg.html
University of Manchester | ADJ | jobs=2 |  | employers/university-of-manchester.html
University of Nottingham | ADJ | jobs=2 |  | employers/university-of-nottingham.html
University of Oxford | ADJ | jobs=1 |  | employers/university-of-oxford.html
University of Plymouth | ADJ | jobs=5 |  | employers/university-of-plymouth.html
University of Portsmouth | ADJ | jobs=0 |  | employers/university-of-portsmouth.html
University of Salford | ADJ | jobs=2 |  | employers/university-of-salford.html
University of Sheffield | ADJ | jobs=1 |  | employers/university-of-sheffield.html
University of Sheffield AMRC | ADJ | jobs=7 |  | employers/university-of-sheffield-amrc.html
University of South Wales | ADJ | jobs=0 |  | employers/university-of-south-wales.html
University of Southampton | ADJ | jobs=0 |  | employers/university-of-southampton.html
University of Strathclyde | ADJ | jobs=2 |  | employers/university-of-strathclyde.html
University of Suffolk (Department of Science and Technology) | ADJ | jobs=2 |  | employers/university-of-suffolk-department-of-science-and-technology.html
University of Sunderland | ADJ | jobs=2 |  | employers/university-of-sunderland.html
University of Surrey | ADJ | jobs=37 |  | employers/university-of-surrey.html
university of sussex | ADJ | jobs=1 |  | employers/university-of-sussex.html
University of the West of England | ADJ | jobs=4 |  | employers/university-of-the-west-of-england.html
University of the West of Scotland | ADJ | jobs=2 |  | employers/university-of-the-west-of-scotland.html
University of Winchester | ADJ | jobs=0 |  | employers/university-of-winchester.html
University of Wolverhampton | ADJ | jobs=2 |  | employers/university-of-wolverhampton.html
University of Worcester | ADJ | jobs=0 |  | employers/university-of-worcester.html
University of York | ADJ | jobs=2 |  | employers/university-of-york.html
Unmanned Life | Unresolved | jobs=0 |  | employers/unmanned-life.html
Unnamed source record | Unresolved | jobs=0 |  | employers/unnamed-source-record.html
UoP | Unresolved | jobs=0 |  | employers/uop.html
UP Ventures | Unresolved | jobs=0 |  | employers/up-ventures.html
Urban Foresight | Unresolved | jobs=0 |  | employers/urban-foresight.html
urban innovation labs | Unresolved | jobs=0 |  | employers/urban-innovation-labs.html
Urban Technology Alliance | Unresolved | jobs=0 |  | employers/urban-technology-alliance.html
UrbanPeer Ltd | Unresolved | jobs=0 |  | employers/urbanpeer-ltd.html
USC | Unresolved | jobs=0 |  | employers/usc.html
USP Networks Ltd | Unresolved | jobs=0 |  | employers/usp-networks-ltd.html
UTAC | ADJ | jobs=46 |  | employers/utac.html
Utilities Technology Council | Unresolved | jobs=0 |  | employers/utilities-technology-council.html
Utterberry | ADJ | jobs=1 |  | employers/utterberry.html
V2G Limited | Unresolved | jobs=0 |  | employers/v2g-limited.html
VA Innovation Ltd | Unresolved | jobs=0 |  | employers/va-innovation-ltd.html
Vacuum Furnace Engineering | Unresolved | jobs=0 |  | employers/vacuum-furnace-engineering.html
Vaioni Group | Unresolved | jobs=0 |  | employers/vaioni-group.html
Valson Construction | Unresolved | jobs=0 |  | employers/valson-construction.html
Valtech Mobility | Unresolved | jobs=0 |  | employers/valtech-mobility.html
Velowoo Ltd. | Unresolved | jobs=0 |  | employers/velowoo-ltd.html
vendi | Unresolved | jobs=0 |  | employers/vendi.html
Venner Shipley LLP | Unresolved | jobs=1 |  | employers/venner-shipley-llp.html
Verizon Communications | RF | jobs=2 |  | employers/verizon-communications.html
Verizon Media Group | Unresolved | jobs=0 |  | employers/verizon-media-group.html
Viasat | RF | jobs=0 |  | employers/viasat.html
Viatec Associates | Unresolved | jobs=0 |  | employers/viatec-associates.html
VIAVI Solutions | RF | jobs=7 |  | employers/viavi-solutions.html
Vicinity Technologies Ltd | RF | jobs=5 |  | employers/vicinity-technologies-ltd.html
VicTrack | Unresolved | jobs=0 |  | employers/victrack.html
videodeveloper.io | Unresolved | jobs=0 |  | employers/videodeveloper-io.html
Vilicom | Unresolved | jobs=0 |  | employers/vilicom.html
Viper Innovations | ADJ | jobs=4 |  | employers/viper-innovations.html
Viper RF Limited | RF | jobs=0 | Resonator | employers/viper-rf-limited.html
Virgin Media O2 | RF | jobs=8 |  | employers/virgin-media-o2.html
Virtalis Ltd. | Unresolved | jobs=0 |  | employers/virtalis-ltd.html
Virtual UK Ltd | Unresolved | jobs=0 |  | employers/virtual-uk-ltd.html
Virtual Workgroups Ltd | Unresolved | jobs=0 |  | employers/virtual-workgroups-ltd.html
Virtuser Business Communications Services Ltd | Unresolved | jobs=0 |  | employers/virtuser-business-communications-services-ltd.html
Vision Formers | Unresolved | jobs=0 |  | employers/vision-formers.html
Vision3 | Unresolved | jobs=0 |  | employers/vision3.html
Visionable Global | Unresolved | jobs=0 |  | employers/visionable-global.html
VisionizAR | Unresolved | jobs=0 |  | employers/visionizar.html
Vislink | RF | jobs=1 |  | employers/vislink.html
Visteon | ADJ | jobs=0 |  | employers/visteon.html
VISYON | Unresolved | jobs=0 |  | employers/visyon.html
Vital-Auto | Unresolved | jobs=0 |  | employers/vital-auto.html
Vivacity Labs | Unresolved | jobs=0 |  | employers/vivacity-labs.html
Vix Technology | ADJ | jobs=22 |  | employers/vix-technology.html
VMWare | Unresolved | jobs=0 |  | employers/vmware.html
VNTS (UK) Limited | Unresolved | jobs=0 |  | employers/vnts-uk-limited.html
Vodafone | RF | jobs=1 |  | employers/vodafone.html
Vodafone Business | Unresolved | jobs=0 |  | employers/vodafone-business.html
Vodafone Open RAN Lab | Unresolved | jobs=0 |  | employers/vodafone-open-ran-lab.html
VoltServer | Unresolved | jobs=0 |  | employers/voltserver.html
Volumetric Video | Unresolved | jobs=0 |  | employers/volumetric-video.html
Voneus | RF | jobs=0 |  | employers/voneus.html
Vortumna Ltd | Unresolved | jobs=0 |  | employers/vortumna-ltd.html
vPhone | Unresolved | jobs=0 |  | employers/vphone.html
vrcraftworks | Unresolved | jobs=0 |  | employers/vrcraftworks.html
W4 Technologies | Unresolved | jobs=0 |  | employers/w4-technologies.html
Waker Tech Limited | Unresolved | jobs=0 |  | employers/waker-tech-limited.html
Wales Interactive | Unresolved | jobs=0 |  | employers/wales-interactive.html
Wall to Wall Communications | RF | jobs=0 |  | employers/wall-to-wall-communications.html
Walsall Council | Unresolved | jobs=0 |  | employers/walsall-council.html
War On Epilepsy | Unresolved | jobs=0 |  | employers/war-on-epilepsy.html
Warner Music Group | Unresolved | jobs=0 |  | employers/warner-music-group.html
Warwick Business School (WBS) | Unresolved | jobs=0 |  | employers/warwick-business-school-wbs.html
Warwickshire County Council | Unresolved | jobs=0 |  | employers/warwickshire-county-council.html
Waste Creative | Unresolved | jobs=0 |  | employers/waste-creative.html
Waterford Institute of Technology | Unresolved | jobs=0 |  | employers/waterford-institute-of-technology.html
Watermill Accounting Limited | Unresolved | jobs=1 |  | employers/watermill-accounting-limited.html
Waters | ADJ | jobs=4 |  | employers/waters.html
Wave Industries Limited | Unresolved | jobs=0 |  | employers/wave-industries-limited.html
Wavecrest Systems | Unresolved | jobs=0 |  | employers/wavecrest-systems.html
wavemobile Ltd | RF | jobs=0 |  | employers/wavemobile-ltd.html
Wavesight | Unresolved | jobs=0 |  | employers/wavesight.html
Wayfindr | Unresolved | jobs=0 |  | employers/wayfindr.html
Waymark Ltd | Unresolved | jobs=0 |  | employers/waymark-ltd.html
Wayra | Unresolved | jobs=0 |  | employers/wayra.html
WDSi | Unresolved | jobs=0 |  | employers/wdsi.html
We Build Bots | Unresolved | jobs=0 |  | employers/we-build-bots.html
We Care 4 Air Ltd | ADJ | jobs=0 |  | employers/we-care-4-air-ltd.html
We Deliver Local Ltd | Unresolved | jobs=0 |  | employers/we-deliver-local-ltd.html
Wearable Link LTD | Unresolved | jobs=0 |  | employers/wearable-link-ltd.html
Weaver Labs | Unresolved | jobs=0 |  | employers/weaver-labs.html
Weber Shandwick | Unresolved | jobs=0 |  | employers/weber-shandwick.html
Webmart Ltd | Unresolved | jobs=0 |  | employers/webmart-ltd.html
Welch Group | Unresolved | jobs=7 |  | employers/welch-group.html
Welsh Government | Unresolved | jobs=0 |  | employers/welsh-government.html
Welwyn Business Services Limited | Unresolved | jobs=0 |  | employers/welwyn-business-services-limited.html
Wentworth Laboratories Ltd | ADJ | jobs=0 |  | employers/wentworth-laboratories-ltd.html
Wessex AHSN | Unresolved | jobs=0 |  | employers/wessex-ahsn.html
Wessex Internet | RF | jobs=9 |  | employers/wessex-internet.html
West Berkshire Council | Unresolved | jobs=0 |  | employers/west-berkshire-council.html
West Lindsey District Council | Unresolved | jobs=0 |  | employers/west-lindsey-district-council.html
West London Alliance | Unresolved | jobs=0 |  | employers/west-london-alliance.html
West Midlands 5G | Unresolved | jobs=0 |  | employers/west-midlands-5g.html
West Midlands Academic Health Science Network | Unresolved | jobs=0 |  | employers/west-midlands-academic-health-science-network.html
West Midlands Combined Authority | Unresolved | jobs=0 |  | employers/west-midlands-combined-authority.html
West Midlands Growth Company | Unresolved | jobs=0 |  | employers/west-midlands-growth-company.html
West of England Combined Authority | Unresolved | jobs=0 |  | employers/west-of-england-combined-authority.html
West Sussex County Council | Unresolved | jobs=0 |  | employers/west-sussex-county-council.html
Westcott Business Incubation Centre | Unresolved | jobs=0 |  | employers/westcott-business-incubation-centre.html
Westminster Forum Projects | Unresolved | jobs=0 |  | employers/westminster-forum-projects.html
Wha Yu Industrial Co | Unresolved | jobs=0 |  | employers/wha-yu-industrial-co.html
whg | Unresolved | jobs=0 |  | employers/whg.html
Whitespace Technology Ltd | Unresolved | jobs=0 |  | employers/whitespace-technology-ltd.html
Whole house vent ltd | Unresolved | jobs=0 |  | employers/whole-house-vent-ltd.html
WHP Telecoms | RF | jobs=2 |  | employers/whp-telecoms.html
WiFore Consulting | RF | jobs=0 |  | employers/wifore-consulting.html
Wildanet Limited | RF | jobs=1 |  | employers/wildanet-limited.html
Wilson Partners | Unresolved | jobs=5 |  | employers/wilson-partners.html
Wiltshire Council | Unresolved | jobs=0 |  | employers/wiltshire-council.html
Wind | Unresolved | jobs=0 |  | employers/wind.html
Wipro Ltd | Unresolved | jobs=0 |  | employers/wipro-ltd.html
